ルーム,対戦者,結果
ルーム1: コンピューター82(チョキ) vs コンピューター93(チョキ) - あいこ
ルーム28: コンピューター64(パ―) vs コンピューター65(チョキ) - 勝者: コンピューター65
ルーム29: コンピューター75(パ―) vs コンピューター77(グー) - 勝者: コンピューター75
ルーム30: コンピューター79(チョキ) vs コンピューター89(チョキ) - あいこ
ルーム30: コンピューター79(チョキ) vs コンピューター89(パ―) - 勝者: コンピューター79
ルーム31: コンピューター91(チョキ) vs コンピューター92(グー) - 勝者: コンピューター92
ルーム32: コンピューター93(チョキ) vs コンピューター100(チョキ) - あいこ
ルーム32: コンピューター93(グー) vs コンピューター100(チョキ) - 勝者: コンピューター93
ルーム1: コンピューター59(グー) vs コンピューター73(パ―) - 勝者: コンピューター73
ルーム2: コンピューター15(パ―) vs コンピューター43(パ―) - あいこ
ルーム2: コンピューター15(グー) vs コンピューター43(グー) - あいこ
ルーム2: コンピューター15(パ―) vs コンピューター43(チョキ) - 勝者: コンピューター43
ルーム3: コンピューター45(チョキ) vs コンピューター16(チョキ) - あいこ
ルーム3: コンピューター45(グー) vs コンピューター16(チョキ) - 勝者: コンピューター45
ルーム4: コンピューター84(チョキ) vs コンピューター98(パ―) - 勝者: コンピューター84
ルーム5: コンピューター94(グー) vs コンピューター58(グー) - あいこ
ルーム5: コンピューター94(チョキ) vs コンピューター58(チョキ) - あいこ
ルーム5: コンピューター94(パ―) vs コンピューター58(パ―) - あいこ
ルーム5: コンピューター94(グー) vs コンピューター58(グー) - あいこ
ルーム5: コンピューター94(チョキ) vs コンピューター58(グー) - 勝者: コンピューター58
ルーム6: コンピューター85(グー) vs コンピューター47(グー) - あいこ
ルーム6: コンピューター85(グー) vs コンピューター47(チョキ) - 勝者: コンピューター85
ルーム7: コンピューター36(グー) vs コンピューター24(グー) - あいこ
ルーム7: コンピューター36(チョキ) vs コンピューター24(チョキ) - あいこ
ルーム7: コンピューター36(パ―) vs コンピューター24(パ―) - あいこ
ルーム7: コンピューター36(グー) vs コンピューター24(グー) - あいこ
ルーム7: コンピューター36(グー) vs コンピューター24(パ―) - 勝者: コンピューター24
ルーム8: コンピューター20(チョキ) vs コンピューター27(グー) - 勝者: コンピューター27
ルーム9: コンピューター55(グー) vs コンピューター72(グー) - あいこ
ルーム9: コンピューター55(チョキ) vs コンピューター72(グー) - 勝者: コンピューター72
ルーム10: コンピューター3(グー) vs コンピューター6(パ―) - 勝者: コンピューター6
ルーム11: コンピューター11(チョキ) vs コンピューター25(グー) - 勝者: コンピューター25
ルーム12: コンピューター26(チョキ) vs コンピューター34(パ―) - 勝者: コンピューター26
ルーム13: コンピューター41(チョキ) vs コンピューター48(パ―) - 勝者: コンピューター41
ルーム14: コンピューター62(パ―) vs コンピューター65(チョキ) - 勝者: コンピューター65
ルーム15: コンピューター75(パ―) vs コンピューター79(チョキ) - 勝者: コンピューター79
ルーム16: コンピューター92(グー) vs コンピューター93(グー) - あいこ
ルーム16: コンピューター92(チョキ) vs コンピューター93(グー) - 勝者: コンピューター93
ルーム1: コンピューター73(パ―) vs コンピューター43(チョキ) - 勝者: コンピューター43
ルーム2: コンピューター45(グー) vs コンピューター84(チョキ) - 勝者: コンピューター45
ルーム3: コンピューター58(グー) vs コンピューター85(グー) - あいこ
ルーム3: コンピューター58(グー) vs コンピューター85(チョキ) - 勝者: コンピューター58
ルーム4: コンピューター24(パ―) vs コンピューター27(グー) - 勝者: コンピューター24
ルーム5: コンピューター72(グー) vs コンピューター6(パ―) - 勝者: コンピューター6
ルーム6: コンピューター25(グー) vs コンピューター26(チョキ) - 勝者: コンピューター25
ルーム7: コンピューター41(チョキ) vs コンピューター65(チョキ) - あいこ
ルーム7: コンピューター41(パ―) vs コンピューター65(チョキ) - 勝者: コンピューター65
ルーム8: コンピューター79(チョキ) vs コンピューター93(グー) - 勝者: コンピューター93
ルーム1: コンピューター43(チョキ) vs コンピューター45(グー) - 勝者: コンピューター45
ルーム2: コンピューター58(グー) vs コンピューター24(パ―) - 勝者: コンピューター24
ルーム3: コンピューター6(パ―) vs コンピューター25(グー) - 勝者: コンピューター6
ルーム4: コンピューター65(チョキ) vs コンピューター93(グー) - 勝者: コンピューター93
ルーム1: コンピューター45(グー) vs コンピューター24(パ―) - 勝者: コンピューター24
ルーム2: コンピューター6(パ―) vs コンピューター93(グー) - 勝者: コンピューター6
ルーム1: コンピューター24(パ―) vs コンピューター6(パ―) - あいこ
ルーム1: コンピューター24(パ―) vs コンピューター6(パ―) - あいこ
ルーム1: コンピューター24(パ―) vs コンピューター6(パ―) - あいこ
ルーム1: コンピューター24(グー) vs コンピューター6(グー) - あいこ
ルーム1: コンピューター24(チョキ) vs コンピューター6(パ―) - 勝者: コンピューター24
ルーム1: コンピューター58(チョキ) vs コンピューター50(パ―) - 勝者: コンピューター58
ルーム2: コンピューター55(チョキ) vs コンピューター85(チョキ) - あいこ
ルーム2: コンピューター55(パ―) vs コンピューター85(グー) - 勝者: コンピューター55
ルーム3: コンピューター15(チョキ) vs コンピューター51(パ―) - 勝者: コンピューター15
ルーム4: コンピューター37(チョキ) vs コンピューター19(グー) - 勝者: コンピューター19
ルーム5: コンピューター82(チョキ) vs コンピューター24(グー) - 勝者: コンピューター24
ルーム6: コンピューター14(グー) vs コンピューター40(パ―) - 勝者: コンピューター40
ルーム7: コンピューター56(パ―) vs コンピューター42(チョキ) - 勝者: コンピューター42
ルーム8: コンピューター91(パ―) vs コンピューター60(チョキ) - 勝者: コンピューター60
ルーム9: コンピューター2(グー) vs コンピューター53(パ―) - 勝者: コンピューター53
ルーム10: コンピューター75(パ―) vs コンピューター32(グー) - 勝者: コンピューター75
ルーム11: コンピューター65(グー) vs コンピューター39(パ―) - 勝者: コンピューター39
ルーム12: コンピューター4(パ―) vs コンピューター74(グー) - 勝者: コンピューター4
ルーム13: コンピューター5(グー) vs コンピューター93(チョキ) - 勝者: コンピューター5
ルーム14: コンピューター7(チョキ) vs コンピューター98(チョキ) - あいこ
ルーム14: コンピューター7(グー) vs コンピューター98(チョキ) - 勝者: コンピューター7
